,Name,Country,Position,ShirtNumber,Attack,Passing,P,Goals,Assists,Confederation,WC_P,WC_Goals,WC_Assists,GPG,APG,WC_GPG,WC_APG
1115,John Brooks,USA,DEF,#5,2,5,4397,240,451,CONCACAF,838,34,57,0.05458267000227428,0.10256993404594042,0.0405727923627685,0.06801909307875895
1116,Kellyn Acosta,USA,MID,#6,4,4,4397,533,329,CONCACAF,838,59,38,0.12121901296338412,0.07482374346145099,0.07040572792362769,0.045346062052505964
1117,Tyler Adams,USA,MID,#7,4,4,4397,506,346,CONCACAF,838,63,48,0.11507846258812827,0.07869001591994541,0.07517899761336516,0.057279236276849645
1118,Weston McKennie,USA,MID,#8,6,10,4397,770,813,CONCACAF,838,96,107,0.17511939959062997,0.18489879463270412,0.11455847255369929,0.1276849642004773
1119,Giovanni Reyna,USA,ATK,#9,6,10,4397,833,843,CONCACAF,838,114,119,0.18944735046622696,0.1917216283829884,0.1360381861575179,0.14200477326968974
1120,Christian Pulisic,USA,ATK,#10,10,8,4397,1250,607,CONCACAF,838,175,75,0.2842847395951785,0.1380486695474187,0.20883054892601433,0.08949880668257756
1121,Jozy Altidore,USA,ATK,#11,10,8,4397,1329,621,CONCACAF,838,163,79,0.30225153513759384,0.1412326586308847,0.19451073985680192,0.09427207637231504
1122,Dwayne Miller,Jamaica,GK,#1,0,0,5115,0,0,CONCACAF,160,0,0,0.0,0.0,0.0,0.0
1123,Michael Hector,Jamaica,DEF,#2,1,2,5115,261,334,CONCACAF,160,2,3,0.05102639296187683,0.06529814271749755,0.0125,0.01875
1124,Adrian Mariappa,Jamaica,DEF,#3,1,2,5115,230,325,CONCACAF,160,0,0,0.044965786901270774,0.0635386119257087,0.0,0.0
1125,Alvas Powell,Jamaica,DEF,#4,2,5,5115,506,792,CONCACAF,160,5,9,0.0989247311827957,0.15483870967741936,0.03125,0.05625
1126,Kemar Lawrence,Jamaica,DEF,#5,2,5,5115,504,795,CONCACAF,160,5,9,0.09853372434017596,0.15542521994134897,0.03125,0.05625
1127,Kevon Lambert,Jamaica,MID,#6,4,4,5115,990,662,CONCACAF,160,12,10,0.1935483870967742,0.12942326490713588,0.075,0.0625
1128,Fabian McCarthy,Jamaica,MID,#7,4,4,5115,951,651,CONCACAF,160,7,5,0.18592375366568914,0.12727272727272726,0.04375,0.03125
1129,Ricardo Morris (Jam),Jamaica,MID,#8,6,10,5115,1404,1442,CONCACAF,160,10,16,0.2744868035190616,0.28191593352883676,0.0625,0.1
1130,Peter-Lee Vassell,Jamaica,MID,#9,6,10,5115,1428,1489,CONCACAF,160,14,12,0.27917888563049853,0.29110459433040076,0.0875,0.075
1131,Shamar Nicholson,Jamaica,ATK,#10,10,8,5115,2351,1201,CONCACAF,160,20,7,0.45962854349951127,0.23479960899315738,0.125,0.04375
1132,Chavany Willis,Jamaica,ATK,#11,10,8,5115,2444,1143,CONCACAF,160,23,7,0.4778103616813294,0.22346041055718474,0.14375,0.04375
1133,Keylor Navas,Costa Rica,GK,#1,0,0,3859,0,0,CONCACAF,239,0,0,0.0,0.0,0.0,0.0
1134,Giancarlo Gonzalez,Costa Rica,DEF,#2,1,2,3859,74,111,CONCACAF,239,3,2,0.019175952319253693,0.02876392847888054,0.012552301255230125,0.008368200836820083
1135,Oscar Duarte,Costa Rica,DEF,#3,1,2,3859,68,91,CONCACAF,239,5,8,0.01762114537444934,0.023581238662866027,0.02092050209205021,0.03347280334728033
1136,Francisco Calvo,Costa Rica,DEF,#4,2,5,3859,153,235,CONCACAF,239,5,12,0.039647577092511016,0.06089660533817051,0.02092050209205021,0.0502092050209205
1137,Kendall Watson,Costa Rica,DEF,#5,2,5,3859,153,266,CONCACAF,239,5,13,0.039647577092511016,0.068929774552993,0.02092050209205021,0.05439330543933055
1138,Yeltsin Tejeda,Costa Rica,MID,#6,4,4,3859,354,210,CONCACAF,239,18,10,0.09173360974345686,0.05441824306815237,0.07531380753138076,0.04184100418410042
1139,David Guzman,Costa Rica,MID,#7,4,4,3859,341,218,CONCACAF,239,17,7,0.08836486136304743,0.05649131899455818,0.07112970711297072,0.029288702928870293
1140,Celso Borges,Costa Rica,MID,#8,6,10,3859,490,471,CONCACAF,239,26,21,0.12697590049235552,0.12205234516714175,0.1087866108786611,0.08786610878661087
1141,Johan Venegas,Costa Rica,MID,#9,6,10,3859,445,522,CONCACAF,239,17,23,0.11531484840632288,0.13526820419797875,0.07112970711297072,0.09623430962343096
1142,Bryan Ruiz,Costa Rica,MID,#10,10,8,3859,817,416,CONCACAF,239,38,16,0.2117128789841928,0.10779994817310184,0.1589958158995816,0.06694560669456066
1143,Joel Campbell,Costa Rica,ATK,#11,10,8,3859,824,414,CONCACAF,239,37,20,0.21352682041979787,0.10728167919150039,0.15481171548117154,0.08368200836820083
1144,Lui Lopez,Honduras,GK,#1,0,0,3877,0,0,CONCACAF,18,0,0,0.0,0.0,0.0,0.0
1145,Marcelo Periera,Honduras,DEF,#2,1,2,3877,158,257,CONCACAF,18,0,1,0.040753159659530566,0.06628836729429971,0.0,0.05555555555555555
1146,Ever Alvarado,Honduras,DEF,#3,1,2,3877,183,246,CONCACAF,18,0,0,0.0472014444157854,0.0634511220015476,0.0,0.0
1147,Emilio Izaguirre,Honduras,DEF,#4,2,5,3877,353,563,CONCACAF,18,1,0,0.0910497807583183,0.1452153727108589,0.05555555555555555,0.0
1148,Maynor Figueroa,Honduras,DEF,#5,4,5,3877,614,533,CONCACAF,18,1,0,0.1583698736136188,0.1374774310033531,0.05555555555555555,0.0
1149,Boniek Garcia,Honduras,MID,#6,4,4,3877,693,450,CONCACAF,18,0,1,0.17874645344338405,0.11606912561258705,0.0,0.05555555555555555
1150,Alexander Lopez,Honduras,MID,#7,4,4,3877,679,430,CONCACAF,18,0,1,0.17513541397988136,0.11091049780758318,0.0,0.05555555555555555
1151,Jorge Alvarez,Honduras,MID,#8,6,10,3877,973,1082,CONCACAF,18,2,3,0.25096724271343823,0.2790817642507093,0.1111111111111111,0.16666666666666666
1152,Rubilio Castillo,Honduras,ATK,#9,6,10,3877,979,1084,CONCACAF,18,3,5,0.2525148310549394,0.2795976270312097,0.16666666666666666,0.2777777777777778
1153,Anthony Lozano,Honduras,ATK,#10,10,8,3877,1591,833,CONCACAF,18,2,0,0.4103688418880578,0.21485684807841116,0.1111111111111111,0.0
1154,Albert Elis,Honduras,ATK,#11,10,8,3877,1644,829,CONCACAF,18,3,1,0.424039205571318,0.21382512251741037,0.16666666666666666,0.05555555555555555
1155,Henry Hernandez,El Salvador,GK,#1,0,0,3511,0,0,CONCACAF,12,0,0,0.0,0.0,0.0,0.0
1156,Juan Barahona,El Salvador,DEF,#2,1,2,3511,142,194,CONCACAF,12,0,1,0.04044431785816007,0.05525491313016235,0.0,0.08333333333333333
1157,Ivan Marcia,El Salvador,DEF,#3,1,2,3511,154,197,CONCACAF,12,0,0,0.04386214753631444,0.05610937054970094,0.0,0.0
1158,Alexander Mendoza,El Salvador,DEF,#4,2,5,3511,310,461,CONCACAF,12,1,2,0.08829393335232127,0.13130162346909713,0.08333333333333333,0.16666666666666666
1159,Roberto Dominguez,El Salvador,DEF,#5,2,5,3511,291,457,CONCACAF,12,0,0,0.08288236969524353,0.13016234690971235,0.0,0.0
1160,Bryan Tamacas,El Salvador,DEF,#6,4,4,3511,566,407,CONCACAF,12,2,0,0.16120763315294787,0.11592138991740245,0.16666666666666666,0.0
1161,Narciso Orellana,El Salvador,MID,#7,4,4,3511,574,381,CONCACAF,12,1,0,0.16348618627171746,0.10851609228140131,0.08333333333333333,0.0
1162,Darwin Ceren,El Salvador,MID,#8,6,10,3511,891,896,CONCACAF,12,0,2,0.2537738536029621,0.2551979493021931,0.0,0.16666666666666666
1163,Denis Pineda,El Salvador,MID,#9,6,10,3511,846,927,CONCACAF,12,0,0,0.2409569923098832,0.2640273426374252,0.0,0.0
1164,Andres Flores,El Salvador,MID,#10,10,8,3511,1409,707,CONCACAF,12,1,2,0.4013101680432925,0.20136713187126176,0.08333333333333333,0.16666666666666666
1165,Joaquin Rivas,El Salvador,ATK,#11,10,8,3511,1495,698,CONCACAF,12,4,0,0.42580461407006553,0.19880375961264596,0.3333333333333333,0.0
1166,Maxime Crepeau,Canada,GK,#1,0,0,4211,0,0,CONCACAF,622,0,0,0.0,0.0,0.0,0.0
1167,Richie Laryea,Canada,DEF,#2,1,2,4211,94,143,CONCACAF,622,6,12,0.022322488720018997,0.03395867964853954,0.00964630225080386,0.01929260450160772
1168,Derek Cornelius,Canada,DEF,#3,1,2,4211,79,124,CONCACAF,622,5,12,0.018760389456186178,0.029446687247684636,0.008038585209003215,0.01929260450160772
1169,Sam Adekugbe,Canada,DEF,#4,2,5,4211,194,348,CONCACAF,622,15,41,0.046069817145571124,0.08264070292092139,0.024115755627009645,0.06591639871382636
1170,Alphonso Davies,Canada,DEF,#5,6,5,4211,584,356,CONCACAF,622,55,29,0.13868439800522442,0.08454048919496557,0.08842443729903537,0.04662379421221865
1171,Samuel Piette,Canada,MID,#6,4,4,4211,372,267,CONCACAF,622,37,17,0.08834006174305391,0.06340536689622417,0.0594855305466238,0.027331189710610933
1172,Mark-Anthony Kaye,Canada,MID,#7,4,4,4211,399,266,CONCACAF,622,33,26,0.09475184041795298,0.06316789361196866,0.05305466237942122,0.04180064308681672
1173,Jonathan Osorio,Canada,MID,#8,6,10,4211,558,647,CONCACAF,622,56,58,0.13251009261458085,0.15364521491332225,0.09003215434083602,0.0932475884244373
1174,Tesho Akindele,Canada,MID,#9,6,10,4211,582,663,CONCACAF,622,52,68,0.13820945143671337,0.15744478746141058,0.08360128617363344,0.10932475884244373
1175,Lucas Cavalini,Canada,ATK,#10,10,8,4211,968,487,CONCACAF,622,84,32,0.22987413915934457,0.11564948943243886,0.13504823151125403,0.05144694533762058
1176,Jayden Nelson,Canada,ATK,#11,10,8,4211,923,497,CONCACAF,622,79,43,0.2191878413678461,0.11802422227499407,0.1270096463022508,0.06913183279742766
1177,Eloy Room,Curacao,GK,#1,0,0,4533,0,0,CONCACAF,79,0,0,0.0,0.0,0.0,0.0
1178,Jurien Gaari,Curacao,DEF,#2,1,2,4533,183,244,CONCACAF,79,1,2,0.04037061548643282,0.05382748731524377,0.012658227848101266,0.02531645569620253
1179,Daryl Lachman,Curacao,DEF,#3,1,2,4533,173,252,CONCACAF,79,2,3,0.038164570924332675,0.05559232296492389,0.02531645569620253,0.0379746835443038
1180,Shanon Carmelia,Curacao,DEF,#4,2,5,4533,328,619,CONCACAF,79,3,6,0.07235826163688507,0.13655415839399956,0.0379746835443038,0.0759493670886076
1181,Cuco Martina,Curacao,DEF,#5,2,5,4533,347,662,CONCACAF,79,2,3,0.07654974630487536,0.1460401500110302,0.02531645569620253,0.0379746835443038
1182,Jeremy de Nooijer,Curacao,MID,#6,4,4,4533,696,508,CONCACAF,79,6,2,0.15354070152217075,0.11206706375468785,0.0759493670886076,0.02531645569620253
1183,Roly Nonevacia,Curacao,MID,#7,4,4,4533,654,488,CONCACAF,79,3,3,0.1442753143613501,0.10765497463048754,0.0379746835443038,0.0379746835443038
1184,Leandro Bacuna,Curacao,MID,#8,6,10,4533,1059,1193,CONCACAF,79,6,2,0.23362011912640634,0.2631811162585484,0.0759493670886076,0.02531645569620253
1185,Gevaro Nepomuceno,Curacao,ATK,#9,10,10,4533,1740,1026,CONCACAF,79,7,5,0.38385175380542685,0.22634017207147583,0.08860759493670886,0.06329113924050633
1186,Elson Hooi,Curacao,ATK,#10,10,8,4533,1741,883,CONCACAF,79,9,4,0.3840723582616369,0.19479373483344364,0.11392405063291139,0.05063291139240506
1187,Rangelo Janga,Curacao,ATK,#11,10,8,4533,1633,920,CONCACAF,79,4,6,0.3602470769909552,0.2029560997132142,0.05063291139240506,0.0759493670886076
1188,Luis Mejia,Panama,GK,#1,0,0,3672,0,0,CONCACAF,76,0,0,0.0,0.0,0.0,0.0
1189,Harold Cummings,Panama,DEF,#2,1,2,3672,79,98,CONCACAF,76,3,2,0.021514161220043574,0.026688453159041396,0.039473684210526314,0.02631578947368421
1190,Eric Davis,Panama,DEF,#3,1,2,3672,63,87,CONCACAF,76,1,1,0.01715686274509804,0.02369281045751634,0.013157894736842105,0.013157894736842105
1191,Fidel Escobar,Panama,DEF,#4,2,5,3672,130,203,CONCACAF,76,1,4,0.03540305010893246,0.05528322440087146,0.013157894736842105,0.05263157894736842
1192,Michael Murillo,Panama,DEF,#5,2,5,3672,135,237,CONCACAF,76,0,4,0.03676470588235294,0.06454248366013073,0.0,0.05263157894736842
1193,Alberto Quintero,Panama,MID,#6,4,4,3672,282,181,CONCACAF,76,3,1,0.07679738562091504,0.049291938997821354,0.039473684210526314,0.013157894736842105
1194,Armando Cooper,Panama,MID,#7,4,4,3672,291,196,CONCACAF,76,3,2,0.07924836601307189,0.05337690631808279,0.039473684210526314,0.02631578947368421
1195,Anibal Godoy,Panama,MID,#8,3,10,3672,212,429,CONCACAF,76,3,4,0.05773420479302832,0.11683006535947713,0.039473684210526314,0.05263157894736842
1196,Abdiel Ayarza,Panama,MID,#9,6,10,3672,430,418,CONCACAF,76,4,7,0.11710239651416122,0.11383442265795207,0.05263157894736842,0.09210526315789473
1197,Gabriel Torres,Panama,ATK,#10,10,8,3672,729,292,CONCACAF,76,9,1,0.19852941176470587,0.07952069716775599,0.11842105263157894,0.013157894736842105
1198,Edwin Aguilar,Panama,ATK,#11,10,8,3672,692,303,CONCACAF,76,11,4,0.18845315904139434,0.08251633986928104,0.14473684210526316,0.05263157894736842
1199,Johny Placide,Haiti,GK,#1,0,0,4053,0,0,CONCACAF,35,0,0,0.0,0.0,0.0,0.0
1200,Alex Junior Christian,Haiti,DEF,#2,1,2,4053,160,235,CONCACAF,35,0,2,0.03947693066864051,0.05798174191956575,0.0,0.05714285714285714
1201,Ricardo Ade,Haiti,DEF,#3,1,2,4053,164,217,CONCACAF,35,0,0,0.04046385393535653,0.0535405872193437,0.0,0.0
1202,Andrew Jean-Baptiste,Haiti,DEF,#4,2,5,4053,335,568,CONCACAF,35,1,2,0.08265482358746608,0.14014310387367382,0.02857142857142857,0.05714285714285714
1203,Carlens Arcus,Haiti,DEF,#5,2,5,4053,335,552,CONCACAF,35,0,0,0.08265482358746608,0.13619541080680977,0.0,0.0
1204,Bryan Alceus,Haiti,MID,#6,4,4,4053,698,448,CONCACAF,35,2,0,0.17221811004194423,0.11053540587219343,0.05714285714285714,0.0
1205,Soni Mustivar,Haiti,MID,#7,4,4,4053,695,441,CONCACAF,35,4,0,0.17147791759190723,0.10880829015544041,0.11428571428571428,0.0
1206,Duckens Nazon,Haiti,MID,#8,6,10,4053,1032,1020,CONCACAF,35,3,3,0.2546262028127313,0.25166543301258326,0.08571428571428572,0.08571428571428572
1207,Stephan Lambese,Haiti,MID,#9,6,10,4053,1002,1041,CONCACAF,35,2,3,0.2472242783123612,0.25684678016284235,0.05714285714285714,0.08571428571428572
1208,Derrick Etienne,Haiti,ATK,#10,10,8,4053,1729,799,CONCACAF,35,2,1,0.4265975820379965,0.19713792252652357,0.05714285714285714,0.02857142857142857
1209,Frantzdy Pierrot,Haiti,ATK,#11,10,8,4053,1656,833,CONCACAF,35,5,2,0.4085862324204293,0.20552677029360966,0.14285714285714285,0.05714285714285714
1210,Marvin Phillip,Trinidad and Tobago,GK,#1,0,0,3904,0,0,CONCACAF,6,0,0,0.0,0.0,0.0,0.0
1211,Neveal Hackshaw,Trinidad and Tobago,DEF,#2,1,2,3904,165,221,CONCACAF,6,0,0,0.042264344262295084,0.056608606557377046,0.0,0.0
1212,Josiah Trimmingham,Trinidad and Tobago,DEF,#3,1,2,3904,190,209,CONCACAF,6,0,0,0.048668032786885244,0.05353483606557377,0.0,0.0
1213,Jamal Jack,Trinidad and Tobago,DEF,#4,2,5,3904,299,587,CONCACAF,6,1,0,0.07658811475409837,0.15035860655737704,0.16666666666666666,0.0
1214,Alvin Jones,Trinidad and Tobago,DEF,#5,2,5,3904,350,530,CONCACAF,6,1,0,0.08965163934426229,0.13575819672131148,0.16666666666666666,0.0
1215,Dre Fortune,Trinidad and Tobago,MID,#6,4,4,3904,632,426,CONCACAF,6,0,0,0.16188524590163936,0.1091188524590164,0.0,0.0
1216,Michel Poon-Angeron,Trinidad and Tobago,MID,#7,4,4,3904,629,443,CONCACAF,6,1,0,0.16111680327868852,0.11347336065573771,0.16666666666666666,0.0
1217,Matthew Woo Ling,Trinidad and Tobago,MID,#8,6,10,3904,936,1044,CONCACAF,6,0,1,0.23975409836065573,0.26741803278688525,0.0,0.16666666666666666
1218,Hashim Arica,Trinidad and Tobago,MID,#9,6,10,3904,1018,1000,CONCACAF,6,0,1,0.26075819672131145,0.25614754098360654,0.0,0.16666666666666666
1219,Ryan Teffer,Trinidad and Tobago,ATK,#10,10,8,3904,1628,760,CONCACAF,6,1,0,0.41700819672131145,0.19467213114754098,0.16666666666666666,0.0
1220,Gary Griffith III,Trinidad and Tobago,ATK,#11,10,8,3904,1585,796,CONCACAF,6,0,1,0.40599385245901637,0.2038934426229508,0.0,0.16666666666666666
1221,Molvin James,Antigua and Barbuda,GK,#1,0,0,2241,0,0,CONCACAF,0,0,0,0.0,0.0,,
1222,Kendukar Challenger,Antigua and Barbuda,DEF,#2,1,2,2241,86,137,CONCACAF,0,0,0,0.038375725122713075,0.06113342257920571,,
1223,Shavorn Philip,Antigua and Barbuda,DEF,#3,1,2,2241,81,97,CONCACAF,0,0,0,0.03614457831325301,0.043284248103525214,,
1224,Daniel Bowry,Antigua and Barbuda,DEF,#4,2,5,2241,158,302,CONCACAF,0,0,0,0.07050423917893797,0.13476126729138777,,
1225,Mervyn Hazelwood,Antigua and Barbuda,DEF,#5,2,5,2241,194,276,CONCACAF,0,0,0,0.08656849620705043,0.12315930388219545,,
1226,D'Andre Bishop,Antigua and Barbuda,MID,#6,4,4,2241,366,237,CONCACAF,0,0,0,0.16331994645247658,0.10575635876840696,,
1227,Novelle Francis,Antigua and Barbuda,MID,#7,4,4,2241,341,208,CONCACAF,0,0,0,0.15216421240517625,0.0928157072735386,,
1228,Tevaughn Harriette,Antigua and Barbuda,MID,#8,6,10,2241,528,549,CONCACAF,0,0,0,0.23560910307898258,0.24497991967871485,,
1229,Quinton Griffith,Antigua and Barbuda,MID,#9,6,10,2241,493,587,CONCACAF,0,0,0,0.21999107541276217,0.26193663543061135,,
1230,Javorn Stevens,Antigua and Barbuda,ATK,#10,10,8,2241,881,426,CONCACAF,0,0,0,0.393128067826863,0.19009370816599733,,
1231,Junior Benjamin,Antigua and Barbuda,ATK,#11,10,8,2241,869,412,CONCACAF,0,0,0,0.38777331548415883,0.18384649709950915,,
1232,Nicholas Hagen,Guatemala,GK,#1,0,0,2155,0,0,CONCACAF,0,0,0,0.0,0.0,,
1233,Gerado Arias,Guatemala,DEF,#2,1,2,2155,87,98,CONCACAF,0,0,0,0.04037122969837587,0.045475638051044084,,
1234,Moises Hernandez,Guatemala,DEF,#3,1,2,2155,74,96,CONCACAF,0,0,0,0.03433874709976798,0.044547563805104405,,
1235,Wilson Pineda,Guatemala,DEF,#4,2,5,2155,146,317,CONCACAF,0,0,0,0.06774941995359629,0.1470997679814385,,
1236,Carlos Gallardo,Guatemala,DEF,#5,2,5,2155,168,276,CONCACAF,0,0,0,0.07795823665893271,0.12807424593967517,,
1237,Jorge Aparicio,Guatemala,MID,#6,4,4,2155,353,191,CONCACAF,0,0,0,0.16380510440835266,0.08863109048723898,,
1238,Rodrigo Savaria,Guatemala,MID,#7,4,4,2155,340,206,CONCACAF,0,0,0,0.15777262180974477,0.09559164733178654,,
1239,Alejandro Galindo,Guatemala,MID,#8,6,10,2155,510,497,CONCACAF,0,0,0,0.23665893271461716,0.23062645011600927,,
1240,Marvin Ceballos,Guatemala,MID,#9,6,10,2155,471,521,CONCACAF,0,0,0,0.2185614849187935,0.2417633410672854,,
1241,Jairo Areola,Guatemala,ATK,#10,10,8,2155,845,419,CONCACAF,0,0,0,0.39211136890951276,0.19443155452436195,,
1242,Darwin Lom,Guatemala,ATK,#11,10,8,2155,794,435,CONCACAF,0,0,0,0.368445475638051,0.20185614849187936,,
1243,Julani Archibald,St. Kitts and Nevis,GK,#1,0,0,2009,0,0,CONCACAF,0,0,0,0.0,0.0,,
1244,Thrizen Leader,St. Kitts and Nevis,DEF,#2,1,2,2009,67,103,CONCACAF,0,0,0,0.03334992533598805,0.051269288203086114,,
1245,Gerard Williams,St. Kitts and Nevis,DEF,#3,1,2,2009,51,86,CONCACAF,0,0,0,0.02538576406172225,0.0428073668491787,,
1246,Atiba Harris,St. Kitts and Nevis,DEF,#4,4,5,2009,245,180,CONCACAF,0,0,0,0.12195121951219512,0.0895968143354903,,
1247,Justin Springer,St. Kitts and Nevis,DEF,#5,2,5,2009,117,220,CONCACAF,0,0,0,0.05823792931806869,0.1095072175211548,,
1248,Raheem Somersall,St. Kitts and Nevis,MID,#6,4,4,2009,259,176,CONCACAF,0,0,0,0.1289198606271777,0.08760577401692385,,
1249,Yohannes Mitchum,St. Kitts and Nevis,MID,#7,4,4,2009,249,172,CONCACAF,0,0,0,0.12394225983076157,0.0856147336983574,,
1250,Theo Warton,St. Kitts and Nevis,MID,#8,6,10,2009,341,390,CONCACAF,0,0,0,0.16973618715778996,0.19412643106022898,,
1251,G'Vaunne Amory,St. Kitts and Nevis,MID,#9,6,10,2009,349,416,CONCACAF,0,0,0,0.17371826779492286,0.2070681931309109,,
1252,Rowan Liburd,St. Kitts and Nevis,ATK,#10,10,8,2009,634,304,CONCACAF,0,0,0,0.31557989049278246,0.15131906421105026,,
1253,Tishan Hanley,St. Kitts and Nevis,ATK,#11,10,8,2009,667,303,CONCACAF,0,0,0,0.3320059731209557,0.15082130413140865,,
1254,Orbendo Huiswold,Suriname,GK,#1,0,0,2157,0,0,CONCACAF,0,0,0,0.0,0.0,,
1255,Miquel Darson,Suriname,DEF,#2,1,2,2157,56,129,CONCACAF,0,0,0,0.025961984237366714,0.059805285118219746,,
1256,Albert Nibte,Suriname,DEF,#3,1,2,2157,76,100,CONCACAF,0,0,0,0.03523412146499768,0.04636068613815485,,
1257,Anduelo Amoeferie,Suriname,DEF,#4,2,5,2157,149,272,CONCACAF,0,0,0,0.06907742234585072,0.1261010662957812,,
1258,Sersinho Eduards,Suriname,DEF,#5,2,5,2157,145,279,CONCACAF,0,0,0,0.06722299490032453,0.12934631432545202,,
1259,Abraham Graves,Suriname,MID,#6,4,4,2157,279,202,CONCACAF,0,0,0,0.12934631432545202,0.09364858599907279,,
1260,Roscello Vlijter,Suriname,MID,#7,4,4,2157,293,247,CONCACAF,0,0,0,0.1358368103847937,0.11451089476124246,,
1261,Ivenzo Cornelius,Suriname,MID,#8,10,10,2157,681,538,CONCACAF,0,0,0,0.3157162726008345,0.24942049142327308,,
1262,Roxey Fer,Suriname,MID,#9,6,10,2157,448,568,CONCACAF,0,0,0,0.2076958738989337,0.2633286972647195,,
1263,Gleofilo Vlijter,Suriname,ATK,#10,15,8,2157,1050,386,CONCACAF,0,0,0,0.48678720445062584,0.1789522484932777,,
1264,Dimitrie Apai,Suriname,ATK,#11,10,8,2157,699,427,CONCACAF,0,0,0,0.3240611961057024,0.1979601298099212,,
1265,Denis Espinoza,Nicaragua,GK,#1,1,0,2122,67,0,CONCACAF,0,0,0,0.03157398680490104,0.0,,
1266,Erick Telles,Nicaragua,DEF,#2,1,2,2122,84,93,CONCACAF,0,0,0,0.03958529688972667,0.04382657869934024,,
1267,Cristian Gutierrez,Nicaragua,DEF,#3,1,2,2122,65,94,CONCACAF,0,0,0,0.030631479736098022,0.04429783223374175,,
1268,Manuel Rosas,Nicaragua,DEF,#4,2,5,2122,149,245,CONCACAF,0,0,0,0.07021677662582469,0.11545711592836946,,
1269,Josue Quiano,Nicaragua,DEF,#5,2,5,2122,150,231,CONCACAF,0,0,0,0.0706880301602262,0.10885956644674835,,
1270,Kevin Serapio,Nicaragua,MID,#6,4,4,2122,284,201,CONCACAF,0,0,0,0.13383600377002827,0.09472196041470311,,
1271,Marlon Lopez,Nicaragua,MID,#7,4,4,2122,262,205,CONCACAF,0,0,0,0.1234684260131951,0.09660697455230914,,
1272,Brandon Ayerdis,Nicaragua,MID,#8,6,10,2122,399,424,CONCACAF,0,0,0,0.1880301602262017,0.1998114985862394,,
1273,Luis Galeno,Nicaragua,MID,#9,6,10,2122,417,496,CONCACAF,0,0,0,0.19651272384542884,0.23374175306314798,,
1274,Juan Barrera,Nicaragua,ATK,#10,10,8,2122,777,347,CONCACAF,0,0,0,0.3661639962299717,0.16352497643732328,,
1275,Carlos Chavarria,Nicaragua,ATK,#11,10,8,2122,730,375,CONCACAF,0,0,0,0.34401508011310084,0.1767200754005655,,
1276,Miguel Lloyd,Dominican Republic,GK,#1,0,0,2056,0,0,CONCACAF,0,0,0,0.0,0.0,,
1277,Ernesto Trinidad,Dominican Republic,DEF,#2,1,2,2056,72,107,CONCACAF,0,0,0,0.03501945525291829,0.052042801556420236,,
1278,Edarlyn Reyes,Dominican Republic,DEF,#3,1,2,2056,92,104,CONCACAF,0,0,0,0.04474708171206226,0.05058365758754864,,
1279,Carlos Julio Martinez,Dominican Republic,DEF,#4,2,5,2056,172,268,CONCACAF,0,0,0,0.08365758754863813,0.1303501945525292,,
1280,Ismael Diaz,Dominican Republic,DEF,#5,2,5,2056,153,252,CONCACAF,0,0,0,0.07441634241245136,0.122568093385214,,
1281,Gerard Lavergne,Dominican Republic,MID,#6,4,4,2056,323,193,CONCACAF,0,0,0,0.1571011673151751,0.0938715953307393,,
1282,Wilman Modesta,Dominican Republic,MID,#7,4,4,2056,301,189,CONCACAF,0,0,0,0.14640077821011674,0.09192607003891051,,
1283,Carlos Heredia,Dominican Republic,MID,#8,6,10,2056,434,458,CONCACAF,0,0,0,0.21108949416342412,0.2227626459143969,,
1284,Ronaldo Vasquez,Dominican Republic,MID,#9,6,10,2056,435,475,CONCACAF,0,0,0,0.21157587548638132,0.23103112840466927,,
1285,Domingo Peralta,Dominican Republic,ATK,#10,10,8,2056,764,334,CONCACAF,0,0,0,0.3715953307392996,0.16245136186770429,,
1286,Mariano,Dominican Republic,ATK,#11,10,8,2056,710,357,CONCACAF,0,0,0,0.3453307392996109,0.17363813229571984,,
1287,Jason Belfon,Grenada,GK,#1,0,0,2002,0,0,CONCACAF,0,0,0,0.0,0.0,,
1288,Aaron Pierre,Grenada,DEF,#2,1,2,2002,51,82,CONCACAF,0,0,0,0.025474525474525476,0.04095904095904096,,
1289,Irvine Smith,Grenada,DEF,#3,1,2,2002,54,75,CONCACAF,0,0,0,0.026973026973026972,0.037462537462537464,,
1290,A.J. Paterson,Grenada,DEF,#4,5,5,2002,257,191,CONCACAF,0,0,0,0.12837162837162838,0.09540459540459541,,
1291,Kimron Marshall,Grenada,DEF,#5,2,5,2002,98,177,CONCACAF,0,0,0,0.04895104895104895,0.08841158841158842,,
1292,Kwazim Theodore,Grenada,MID,#6,4,4,2002,204,152,CONCACAF,0,0,0,0.1018981018981019,0.07592407592407592,,
1293,Steffon Abraham,Grenada,MID,#7,4,4,2002,213,148,CONCACAF,0,0,0,0.1063936063936064,0.07392607392607392,,
1294,Shavon John-Brown,Grenada,MID,#8,6,10,2002,329,348,CONCACAF,0,0,0,0.16433566433566432,0.17382617382617382,,
1295,Leon Braveboy,Grenada,MID,#9,4,10,2002,217,333,CONCACAF,0,0,0,0.10839160839160839,0.16633366633366634,,
1296,Jamal Charles,Grenada,ATK,#10,10,8,2002,504,239,CONCACAF,0,0,0,0.2517482517482518,0.11938061938061938,,
1297,Saydrel Lewis,Grenada,ATK,#11,10,8,2002,539,258,CONCACAF,0,0,0,0.2692307692307692,0.12887112887112886,,
