,Name,Country,Position,ShirtNumber,Attack,Passing,P,Goals,Assists,Confederation,WC_P,WC_Goals,WC_Assists,GPG,APG,WC_GPG,WC_APG
606,Steeve Yago,Burkina Faso,DEF,#2,1,2,2007,57,97,CAF,206,5,4,0.028400597907324365,0.04833084205281515,0.024271844660194174,0.019417475728155338
607,Yacouba Coulibaly,Burkina Faso,DEF,#3,2,2,2007,115,74,CAF,206,6,6,0.057299451918286,0.03687095166915795,0.02912621359223301,0.02912621359223301
608,Edmond Tapsoba,Burkina Faso,DEF,#4,3,5,2007,149,230,CAF,206,6,7,0.07424015944195317,0.114598903836572,0.02912621359223301,0.03398058252427184
609,Issoufou Dayo,Burkina Faso,DEF,#5,4,5,2007,229,203,CAF,206,11,11,0.11410064773293473,0.10114598903836572,0.05339805825242718,0.05339805825242718
610,Charles Kabore,Burkina Faso,MID,#6,5,4,2007,268,161,CAF,206,13,7,0.13353263577478824,0.0802192326856004,0.06310679611650485,0.03398058252427184
611,Cyrille Bayala,Burkina Faso,MID,#7,6,4,2007,326,171,CAF,206,16,9,0.16243148978574987,0.08520179372197309,0.07766990291262135,0.043689320388349516
612,Bryan Dabo,Burkina Faso,MID,#8,7,10,2007,353,380,CAF,206,10,24,0.17588440458395616,0.18933731938216244,0.04854368932038835,0.11650485436893204
613,Alain Traore,Burkina Faso,ATK,#9,8,10,2007,417,404,CAF,206,20,15,0.2077727952167414,0.2012954658694569,0.0970873786407767,0.07281553398058252
614,Bertrand Traore,Burkina Faso,ATK,#10,9,8,2007,496,325,CAF,206,20,20,0.2471350274040857,0.1619332336821126,0.0970873786407767,0.0970873786407767
615,Lassina Traore,Burkina Faso,ATK,#11,10,8,2007,526,328,CAF,206,36,12,0.2620827105132038,0.1634280019930244,0.17475728155339806,0.05825242718446602
616,Joel Kiassumbua,Congo DR,GK,#1,0,0,1789,0,0,CAF,110,0,0,0.0,0.0,0.0,0.0
617,Issama Mpeko,Congo DR,DEF,#2,1,2,1789,41,59,CAF,110,3,0,0.022917831190609278,0.03297931805477921,0.02727272727272727,0.0
618,Marcel Tisserand,Congo DR,DEF,#3,2,2,1789,75,73,CAF,110,3,2,0.041922861934041364,0.040804918949133594,0.02727272727272727,0.01818181818181818
619,Ngonda Muzinga,Congo DR,DEF,#4,3,5,1789,121,176,CAF,110,7,5,0.06763555058692007,0.09837898267188373,0.06363636363636363,0.045454545454545456
620,Merveille Bokadi,Congo DR,DEF,#5,4,5,1789,157,181,CAF,110,3,6,0.08775852431525992,0.10117384013415316,0.02727272727272727,0.05454545454545454
621,Chancel Mbemba,Congo DR,MID,#6,5,4,1789,227,144,CAF,110,7,4,0.12688652878703185,0.08049189491335942,0.06363636363636363,0.03636363636363636
622,Yannick Bangala Litombo,Congo DR,MID,#7,6,4,1789,268,139,CAF,110,7,5,0.14980435997764113,0.07769703745109,0.06363636363636363,0.045454545454545456
623,Paul-Jose M'Poku,Congo DR,MID,#8,7,10,1789,314,315,CAF,110,5,14,0.17551704863051984,0.17607602012297374,0.045454545454545456,0.12727272727272726
624,Neeskens Kabano,Congo DR,MID,#9,8,10,1789,341,315,CAF,110,14,14,0.19060927892677473,0.17607602012297374,0.12727272727272726,0.12727272727272726
625,Yannick Bolasie,Congo DR,ATK,#10,9,8,1789,409,237,CAF,110,13,9,0.2286193404136389,0.1324762437115707,0.11818181818181818,0.08181818181818182
626,Cedric Bakumbu,Congo DR,ATK,#11,10,8,1789,426,266,CAF,110,14,5,0.23812185578535494,0.14868641699273338,0.12727272727272726,0.045454545454545456
627,Sylvain Gbohouo,Ivory Coast,GK,#1,0,0,2246,0,0,CAF,351,0,0,0.0,0.0,0.0,0.0
628,Serge Aurier,Ivory Coast,DEF,#2,1,2,2246,64,116,CAF,351,4,7,0.028495102404274265,0.051647373107747106,0.011396011396011397,0.019943019943019943
629,Wilfried Kanon,Ivory Coast,DEF,#3,2,2,2246,140,112,CAF,351,13,7,0.06233303650934995,0.04986642920747997,0.037037037037037035,0.019943019943019943
630,Eric Bailly,Ivory Coast,DEF,#4,3,5,2246,213,254,CAF,351,11,28,0.09483526268922529,0.11308993766696349,0.03133903133903134,0.07977207977207977
631,Kalpi Ouattara,Ivory Coast,DEF,#5,4,5,2246,284,243,CAF,351,32,14,0.12644701691896706,0.10819234194122886,0.09116809116809117,0.039886039886039885
632,Serey Die,Ivory Coast,MID,#6,5,4,2246,364,187,CAF,351,31,12,0.1620658949243099,0.08325912733748887,0.08831908831908832,0.03418803418803419
633,Franck Kessie,Ivory Coast,MID,#7,6,4,2246,369,218,CAF,351,31,22,0.1642920747996438,0.09706144256455922,0.08831908831908832,0.06267806267806268
634,Jean-Daniel Akpa Akpro ,Ivory Coast,MID,#8,7,10,2246,443,510,CAF,351,47,54,0.19723953695458593,0.22707034728406056,0.1339031339031339,0.15384615384615385
635,Sebestian Haller,Ivory Coast,ATK,#9,10,10,2246,656,496,CAF,351,57,52,0.2920747996438112,0.22083704363312556,0.1623931623931624,0.14814814814814814
636,Gervinho,Ivory Coast,ATK,#10,9,8,2246,610,395,CAF,351,46,34,0.2715939447907391,0.17586821015138024,0.13105413105413105,0.09686609686609686
637,Wilfried Zaha,Ivory Coast,ATK,#11,8,8,2246,536,413,CAF,351,57,33,0.23864648263579696,0.18388245770258238,0.1623931623931624,0.09401709401709402
638,Darren Keet,South Africa,GK,#1,0,0,1776,0,0,CAF,114,0,0,0.0,0.0,0.0,0.0
639,Sifiso Hlanti,South Africa,DEF,#2,1,2,1776,40,62,CAF,114,3,5,0.02252252252252252,0.03490990990990991,0.02631578947368421,0.043859649122807015
640,Thulani Hlatshwayo,South Africa,DEF,#3,2,2,1776,88,76,CAF,114,3,2,0.04954954954954955,0.04279279279279279,0.02631578947368421,0.017543859649122806
641,Thlapelo Moreno,South Africa,DEF,#4,3,5,1776,142,152,CAF,114,5,4,0.07995495495495496,0.08558558558558559,0.043859649122807015,0.03508771929824561
642,Mosa Lebesu,South Africa,DEF,#5,4,5,1776,152,146,CAF,114,4,3,0.08558558558558559,0.08220720720720721,0.03508771929824561,0.02631578947368421
643,Teboho Mokoena,South Africa,MID,#6,5,4,1776,206,133,CAF,114,6,7,0.11599099099099099,0.07488738738738739,0.05263157894736842,0.06140350877192982
644,Keagen Dolly,South Africa,MID,#7,6,4,1776,234,132,CAF,114,8,3,0.13175675675675674,0.07432432432432433,0.07017543859649122,0.02631578947368421
645,Bongani Zungu,South Africa,MID,#8,7,10,1776,287,294,CAF,114,4,15,0.16159909909909909,0.16554054054054054,0.03508771929824561,0.13157894736842105
646,Percy Tau,South Africa,MID,#9,8,10,1776,342,292,CAF,114,16,9,0.19256756756756757,0.16441441441441443,0.14035087719298245,0.07894736842105263
647,Kermit Erasmus,South Africa,ATK,#10,9,8,1776,363,232,CAF,114,14,10,0.20439189189189189,0.13063063063063063,0.12280701754385964,0.08771929824561403
648,Luther Singh,South Africa,ATK,#11,10,8,1776,396,248,CAF,114,18,8,0.22297297297297297,0.13963963963963963,0.15789473684210525,0.07017543859649122
649,Aly Keita,Guinea,GK,#1,0,0,1608,0,0,CAF,34,0,0,0.0,0.0,0.0,0.0
650,Saidou Sow,Guinea,DEF,#2,1,2,1608,27,54,CAF,34,0,0,0.016791044776119403,0.033582089552238806,0.0,0.0
651,Issiaga Sylla,Guinea,DEF,#3,2,2,1608,79,50,CAF,34,0,0,0.049129353233830844,0.03109452736318408,0.0,0.0
652,Simon Falette,Guinea,DEF,#4,3,5,1608,93,162,CAF,34,1,3,0.05783582089552239,0.10074626865671642,0.029411764705882353,0.08823529411764706
653,Florentin Pogba,Guinea,DEF,#5,4,5,1608,147,124,CAF,34,2,0,0.0914179104477612,0.07711442786069651,0.058823529411764705,0.0
654,Ibrahima Sory Conte,Guinea,MID,#6,5,4,1608,189,118,CAF,34,1,2,0.11753731343283583,0.07338308457711443,0.029411764705882353,0.058823529411764705
655,Morlaye Sylla,Guinea,MID,#7,6,4,1608,217,109,CAF,34,1,0,0.13495024875621892,0.06778606965174129,0.029411764705882353,0.0
656,Naby Keita,Guinea,MID,#8,7,10,1608,265,271,CAF,34,4,1,0.16480099502487564,0.1685323383084577,0.11764705882352941,0.029411764705882353
657,Demba Camara,Guinea,MID,#9,8,10,1608,279,281,CAF,34,4,0,0.17350746268656717,0.17475124378109452,0.11764705882352941,0.0
658,Francois Kamara,Guinea,ATK,#10,9,8,1608,318,214,CAF,34,3,1,0.19776119402985073,0.13308457711442787,0.08823529411764706,0.029411764705882353
659,Daouda Camara,Guinea,ATK,#11,10,8,1608,403,222,CAF,34,1,5,0.2506218905472637,0.13805970149253732,0.029411764705882353,0.14705882352941177
660,Denis Onyango,Uganda,GK,#1,0,0,1598,0,0,CAF,28,0,0,0.0,0.0,0.0,0.0
661,Bevis Mugabi,Uganda,DEF,#2,1,2,1598,34,55,CAF,28,1,0,0.02127659574468085,0.0344180225281602,0.03571428571428571,0.0
662,Timothy Awany,Uganda,DEF,#3,2,2,1598,68,52,CAF,28,1,2,0.0425531914893617,0.03254067584480601,0.03571428571428571,0.07142857142857142
663,Joseph Ochaya,Uganda,DEF,#4,3,5,1598,99,142,CAF,28,1,2,0.06195244055068836,0.08886107634543179,0.03571428571428571,0.07142857142857142
664,Nichola Wadada,Uganda,DEF,#5,4,5,1598,141,111,CAF,28,2,0,0.08823529411764706,0.06946182728410513,0.07142857142857142,0.0
665,Khalid Aucho,Uganda,MID,#6,5,4,1598,163,98,CAF,28,1,1,0.10200250312891114,0.06132665832290363,0.03571428571428571,0.03571428571428571
666,Moses Waiswa,Uganda,MID,#7,6,4,1598,196,102,CAF,28,0,0,0.12265331664580725,0.06382978723404255,0.0,0.0
667,Taddeo Lwanga,Uganda,MID,#8,7,10,1598,228,257,CAF,28,6,4,0.14267834793491865,0.16082603254067585,0.21428571428571427,0.14285714285714285
668,Farouk Miya,Uganda,MID,#9,8,10,1598,255,250,CAF,28,3,4,0.1595744680851064,0.15644555694618273,0.10714285714285714,0.14285714285714285
669,Fahad Bayo,Uganda,ATK,#10,9,8,1598,309,193,CAF,28,4,1,0.19336670838548184,0.12077596996245307,0.14285714285714285,0.03571428571428571
670,Emmenuel Okwi,Uganda,ATK,#11,10,8,1598,337,192,CAF,28,3,1,0.21088861076345433,0.12015018773466833,0.10714285714285714,0.03571428571428571
671,Vozinha,Cabo Verde,GK,#1,0,0,1663,0,0,CAF,52,0,0,0.0,0.0,0.0,0.0
672,Stopira,Cabo Verde,DEF,#2,1,2,1663,35,68,CAF,52,0,3,0.021046301864101023,0.040889957907396274,0.0,0.057692307692307696
673,Steven Fortes,Cabo Verde,DEF,#3,2,2,1663,67,62,CAF,52,1,0,0.04028863499699339,0.037282020444978956,0.019230769230769232,0.0
674,Ponck,Cabo Verde,DEF,#4,3,5,1663,106,107,CAF,52,1,3,0.06374022850270596,0.06434155141310884,0.019230769230769232,0.057692307692307696
675,Jeffry Fortes,Cabo Verde,DEF,#5,4,5,1663,135,127,CAF,52,5,0,0.08117859290438965,0.07636800962116656,0.09615384615384616,0.0
676,Marco Soares,Cabo Verde,MID,#6,5,4,1663,171,118,CAF,52,3,0,0.10282621767889356,0.07095610342754059,0.057692307692307696,0.0
677,Bruno Leite,Cabo Verde,MID,#7,6,4,1663,209,97,CAF,52,3,2,0.12567648827420325,0.05832832230907998,0.057692307692307696,0.038461538461538464
678,Helder Tavares,Cabo Verde,MID,#8,7,10,1663,254,291,CAF,52,5,2,0.15273601924233313,0.17498496692723992,0.09615384615384616,0.038461538461538464
679,Jamiro,Cabo Verde,MID,#10,9,10,1663,305,249,CAF,52,5,4,0.18340348767288034,0.1497294046903187,0.09615384615384616,0.07692307692307693
680,Gilson Taveres,Cabo Verde,ATK,#9,8,8,1663,307,230,CAF,52,5,2,0.1846061334936861,0.13830426939266385,0.09615384615384616,0.038461538461538464
681,Ryan Mendes,Cabo Verde,ATK,#11,10,8,1663,346,230,CAF,52,5,7,0.20805772699939867,0.13830426939266385,0.09615384615384616,0.1346153846153846
682,Fabian Farnolle,Benin,GK,#1,0,0,1620,0,0,CAF,34,0,0,0.0,0.0,0.0,0.0
683,David Kiki,Benin,DEF,#2,1,2,1620,38,39,CAF,34,2,1,0.02345679012345679,0.024074074074074074,0.058823529411764705,0.029411764705882353
684,Olivier Verdon,Benin,DEF,#3,2,2,1620,80,59,CAF,34,0,1,0.04938271604938271,0.03641975308641975,0.0,0.029411764705882353
685,Emmenuel Imorou,Benin,DEF,#4,3,5,1620,98,139,CAF,34,0,1,0.06049382716049383,0.08580246913580247,0.0,0.029411764705882353
686,Nabil Yarou,Benin,DEF,#5,4,5,1620,135,133,CAF,34,1,1,0.08333333333333333,0.08209876543209876,0.029411764705882353,0.029411764705882353
687,Jordan Adeoti,Benin,MID,#6,5,4,1620,165,103,CAF,34,0,0,0.10185185185185185,0.06358024691358025,0.0,0.0
688,Seibou Mama,Benin,MID,#7,6,4,1620,183,111,CAF,34,2,2,0.11296296296296296,0.06851851851851852,0.058823529411764705,0.058823529411764705
689,Sessi D'Almeida,Benin,MID,#8,7,10,1620,232,243,CAF,34,5,4,0.14320987654320988,0.15,0.14705882352941177,0.11764705882352941
690,Stephane Sessegnon,Benin,MID,#9,8,10,1620,272,241,CAF,34,3,4,0.16790123456790124,0.14876543209876544,0.08823529411764706,0.11764705882352941
691,Steve Mounie,Benin,ATK,#10,9,8,1620,294,216,CAF,34,3,2,0.1814814814814815,0.13333333333333333,0.08823529411764706,0.058823529411764705
692,Mickael Pote,Benin,ATK,#11,10,8,1620,334,200,CAF,34,4,0,0.20617283950617285,0.12345679012345678,0.11764705882352941,0.0
693,Mfa Mezui,Gabon,GK,#1,0,0,1593,0,0,CAF,30,0,0,0.0,0.0,0.0,0.0
694,Ecuele Manga,Gabon,DEF,#2,1,2,1593,26,61,CAF,30,0,1,0.016321406151914627,0.038292529817953544,0.0,0.03333333333333333
695,Lloyd Palun,Gabon,DEF,#3,2,2,1593,61,44,CAF,30,0,0,0.038292529817953544,0.027620841180163214,0.0,0.0
696,Johann Obiang,Gabon,DEF,#4,3,5,1593,79,135,CAF,30,2,0,0.04959196484620213,0.0847457627118644,0.06666666666666667,0.0
697,Yoann Wachter,Gabon,DEF,#5,4,5,1593,120,135,CAF,30,1,2,0.07532956685499058,0.0847457627118644,0.03333333333333333,0.06666666666666667
698,Andre Biyogo Poko,Gabon,MID,#6,5,4,1593,132,132,CAF,30,2,0,0.08286252354048965,0.08286252354048965,0.06666666666666667,0.0
699,Levy Madinda,Gabon,MID,#7,6,4,1593,149,88,CAF,30,1,0,0.09353421217827998,0.05524168236032643,0.03333333333333333,0.0
700,Guelor Kaku,Gabon,MID,#8,7,10,1593,178,261,CAF,30,2,6,0.11173885750156937,0.1638418079096045,0.06666666666666667,0.2
701,Didier Ndong,Gabon,MID,#9,8,10,1593,214,273,CAF,30,2,3,0.13433772755806653,0.1713747645951036,0.06666666666666667,0.1
702,Denis Bouanga,Gabon,ATK,#10,9,8,1593,257,212,CAF,30,2,4,0.1613308223477715,0.13308223477715003,0.06666666666666667,0.13333333333333333
703,Pierre-Emerick Aubameyang,Gabon,ATK,#11,25,8,1593,702,179,CAF,30,8,2,0.4406779661016949,0.11236660389202763,0.26666666666666666,0.06666666666666667
704,Sebastian Mwange,Zambia,GK,#1,0,0,1594,0,0,CAF,21,0,0,0.0,0.0,0.0,0.0
705,Kaboso Chongo,Zambia,DEF,#2,1,2,1594,28,51,CAF,21,0,0,0.01756587202007528,0.031994981179422836,0.0,0.0
706,Tandi Mwape,Zambia,DEF,#3,2,2,1594,53,49,CAF,21,0,0,0.033249686323713924,0.030740276035131745,0.0,0.0
707,Luka Banda,Zambia,DEF,#4,3,5,1594,87,110,CAF,21,0,2,0.054579673776662486,0.06900878293601004,0.0,0.09523809523809523
708,Zakaria Chilongoshi,Zambia,DEF,#5,4,5,1594,145,126,CAF,21,1,0,0.09096612296110414,0.07904642409033877,0.047619047619047616,0.0
709,Lubambo Musonda,Zambia,MID,#6,5,4,1594,129,107,CAF,21,0,0,0.0809284818067754,0.0671267252195734,0.0,0.0
710,Enock Mwepu,Zambia,MID,#7,6,4,1594,190,90,CAF,21,2,2,0.1191969887076537,0.056461731493099125,0.09523809523809523,0.09523809523809523
711,Kings Kangwa,Zambia,MID,#8,7,10,1594,208,230,CAF,21,1,1,0.13048933500627352,0.14429109159347553,0.047619047619047616,0.047619047619047616
712,Benson Sakala,Zambia,MID,#9,8,10,1594,247,212,CAF,21,2,1,0.1549560853199498,0.1329987452948557,0.09523809523809523,0.047619047619047616
713,Fashion Sakala,Zambia,ATK,#10,9,8,1594,283,184,CAF,21,1,2,0.17754077791718947,0.11543287327478043,0.047619047619047616,0.09523809523809523
714,Justin Shonga,Zambia,ATK,#11,10,8,1594,311,184,CAF,21,4,1,0.19510664993726473,0.11543287327478043,0.19047619047619047,0.047619047619047616
715,Christoffer Mafoumbi,Congo,GK,#1,0,0,1590,0,0,CAF,18,0,0,0.0,0.0,0.0,0.0
716,Dimitri Bissiki,Congo,DEF,#2,1,2,1590,41,49,CAF,18,0,1,0.02578616352201258,0.030817610062893082,0.0,0.05555555555555555
717,Carof Bakou,Congo,DEF,#3,2,2,1590,65,52,CAF,18,0,1,0.040880503144654086,0.03270440251572327,0.0,0.05555555555555555
718,Fernard Mayembo,Congo,DEF,#4,3,5,1590,94,131,CAF,18,0,2,0.05911949685534591,0.08238993710691823,0.0,0.1111111111111111
719,Beranger Itoua,Congo,DEF,#5,4,5,1590,145,112,CAF,18,1,0,0.09119496855345911,0.07044025157232704,0.05555555555555555,0.0
720,Amour Loussoukou,Congo,MID,#6,5,4,1590,157,128,CAF,18,0,0,0.09874213836477988,0.08050314465408805,0.0,0.0
721,Durel Avounou,Congo,MID,#7,6,4,1590,178,92,CAF,18,1,0,0.1119496855345912,0.05786163522012579,0.05555555555555555,0.0
722,Gaius Makouta,Congo,MID,#8,7,10,1590,227,247,CAF,18,1,1,0.14276729559748427,0.15534591194968553,0.05555555555555555,0.05555555555555555
723,Harvy Ossete,Congo,MID,#9,8,10,1590,282,251,CAF,18,0,1,0.17735849056603772,0.15786163522012578,0.0,0.05555555555555555
724,Prince Ibara,Congo,ATK,#10,9,8,1590,314,200,CAF,18,1,0,0.19748427672955976,0.12578616352201258,0.05555555555555555,0.0
725,Thievy Bifouma,Congo,ATK,#11,10,8,1590,342,187,CAF,18,3,0,0.21509433962264152,0.11761006289308176,0.16666666666666666,0.0
726,Melvin Adrien,Madagascar,GK,#1,0,0,1569,0,0,CAF,19,0,0,0.0,0.0,0.0,0.0
727,Pascal Razakanantenaina,Madagascar,DEF,#2,1,2,1569,36,60,CAF,19,0,0,0.022944550669216062,0.03824091778202677,0.0,0.0
728,Thomas Fontaine,Madagascar,DEF,#3,2,2,1569,51,62,CAF,19,0,0,0.032504780114722756,0.039515615041427664,0.0,0.0
729,J??r??me Mombris,Madagascar,DEF,#4,3,5,1569,75,118,CAF,19,1,1,0.04780114722753346,0.07520713830465264,0.05263157894736842,0.05263157894736842
730,Romain M??tanire,Madagascar,DEF,#5,4,5,1569,129,108,CAF,19,2,0,0.08221797323135756,0.06883365200764818,0.10526315789473684,0.0
731,Ibrahim Amada,Madagascar,MID,#6,5,4,1569,135,102,CAF,19,3,0,0.08604206500956023,0.06500956022944551,0.15789473684210525,0.0
732,Arohasina Andrianarimanana,Madagascar,MID,#7,6,4,1569,191,99,CAF,19,0,1,0.12173358827278521,0.06309751434034416,0.0,0.05263157894736842
733,Zotsara Randriambololona,Madagascar,MID,#8,7,10,1569,198,204,CAF,19,0,1,0.12619502868068833,0.13001912045889102,0.0,0.05263157894736842
734,Anicet Abel,Madagascar,MID,#9,8,10,1569,230,202,CAF,19,0,1,0.14659018483110262,0.12874442319949012,0.0,0.05263157894736842
735,Lala??na Nomenjanahary,Madagascar,ATK,#10,9,8,1569,256,166,CAF,19,0,2,0.1631612492033142,0.10579987253027406,0.0,0.10526315789473684
736,Paulin Voavy,Madagascar,ATK,#11,10,8,1569,292,141,CAF,19,2,1,0.1861057998725303,0.08986615678776291,0.10526315789473684,0.05263157894736842
737,Namori Diaw,Mauritania,GK,#1,0,0,1559,0,0,CAF,12,0,0,0.0,0.0,0.0,0.0
738,Abdoul Ba,Mauritania,DEF,#2,1,2,1559,32,55,CAF,12,0,0,0.02052597819114817,0.03527902501603592,0.0,0.0
739,Moustapha Diow,Mauritania,DEF,#3,2,2,1559,64,46,CAF,12,0,0,0.04105195638229634,0.029506093649775498,0.0,0.0
740,Bakary N'Daiye,Mauritania,DEF,#4,3,5,1559,72,124,CAF,12,1,0,0.046183450930083386,0.07953816549069917,0.08333333333333333,0.0
741,Diade Diarra,Mauritania,DEF,#5,4,5,1559,102,119,CAF,12,1,0,0.0654265554842848,0.07633098139833226,0.08333333333333333,0.0
742,Hacen El Ide,Mauritania,MID,#6,5,4,1559,139,88,CAF,12,0,0,0.08915971776779986,0.05644644002565747,0.0,0.0
743,Mohamed Yali,Mauritania,MID,#7,6,4,1559,154,89,CAF,12,0,1,0.09878127004490057,0.05708787684413085,0.0,0.08333333333333333
744,Alassane Diop ,Mauritania,MID,#8,7,10,1559,188,227,CAF,12,2,0,0.1205901218729955,0.14560615779345734,0.16666666666666666,0.0
745,Abdallahi Mahmoud,Mauritania,MID,#9,8,10,1559,223,214,CAF,12,0,1,0.14304041051956382,0.1372674791533034,0.0,0.08333333333333333
746,Ndioko Niassa,Mauritania,ATK,#10,9,8,1559,241,147,CAF,12,1,1,0.15458627325208468,0.09429121231558692,0.08333333333333333,0.08333333333333333
747,Cheikh Ahmed,Mauritania,ATK,#11,10,8,1559,286,117,CAF,12,0,1,0.18345093008338678,0.0750481077613855,0.0,0.08333333333333333
748,James Saruni,Kenya,GK,#1,0,0,1590,0,0,CAF,32,0,0,0.0,0.0,0.0,0.0
749,Joash Onyango,Kenya,DEF,#2,1,2,1590,27,41,CAF,32,0,0,0.016981132075471698,0.02578616352201258,0.0,0.0
750,Johnstone Omurwa,Kenya,DEF,#3,2,2,1590,74,46,CAF,32,1,0,0.04654088050314465,0.028930817610062894,0.03125,0.0
751,Joseph Okumu,Kenya,DEF,#4,3,5,1590,94,127,CAF,32,3,2,0.05911949685534591,0.07987421383647798,0.09375,0.0625
752,Eric Ouma,Kenya,DEF,#5,4,5,1590,114,122,CAF,32,0,0,0.07169811320754717,0.07672955974842767,0.0,0.0
753,Victor Wanyama,Kenya,MID,#6,5,4,1590,130,103,CAF,32,1,1,0.08176100628930817,0.06477987421383648,0.03125,0.03125
754,Kenneth Muguna,Kenya,MID,#7,6,4,1590,188,93,CAF,32,2,0,0.11823899371069183,0.05849056603773585,0.0625,0.0
755,Teddy Akumu,Kenya,MID,#8,7,10,1590,230,206,CAF,32,3,2,0.14465408805031446,0.12955974842767295,0.09375,0.0625
756,Hassan Abdallah,Kenya,MID,#9,8,10,1590,238,219,CAF,32,4,5,0.14968553459119496,0.13773584905660377,0.125,0.15625
757,Masoud Juma,Kenya,ATK,#10,9,8,1590,271,197,CAF,32,3,2,0.17044025157232703,0.12389937106918239,0.09375,0.0625
758,Michael Olunga,Kenya,ATK,#11,10,8,1590,294,185,CAF,32,1,5,0.18490566037735848,0.11635220125786164,0.03125,0.15625
759,Victor Guambe,Mozambique,GK,#1,0,0,1415,0,0,CAF,15,0,0,0.0,0.0,0.0,0.0
760,Nanani,Mozambique,DEF,#2,1,2,1415,20,33,CAF,15,2,0,0.014134275618374558,0.023321554770318022,0.13333333333333333,0.0
761,Zainadine Junior,Mozambique,DEF,#3,2,2,1415,60,40,CAF,15,1,0,0.04240282685512368,0.028268551236749116,0.06666666666666667,0.0
762,Mexer,Mozambique,DEF,#4,3,5,1415,68,101,CAF,15,0,0,0.0480565371024735,0.07137809187279152,0.0,0.0
763,Jeitoso,Mozambique,DEF,#5,4,5,1415,90,106,CAF,15,0,2,0.0636042402826855,0.07491166077738516,0.0,0.13333333333333333
764,Manuel Kambala,Mozambique,MID,#6,5,4,1415,120,68,CAF,15,2,1,0.08480565371024736,0.0480565371024735,0.13333333333333333,0.06666666666666667
765,Kito,Mozambique,MID,#7,6,4,1415,152,86,CAF,15,0,2,0.10742049469964664,0.0607773851590106,0.0,0.13333333333333333
766,Salomao Mondlane,Mozambique,MID,#8,7,10,1415,153,193,CAF,15,2,2,0.10812720848056537,0.1363957597173145,0.13333333333333333,0.13333333333333333
767,Domingues,Mozambique,MID,#9,8,10,1415,222,172,CAF,15,3,1,0.1568904593639576,0.1215547703180212,0.2,0.06666666666666667
768,Luis Miquissone,Mozambique,ATK,#10,9,8,1415,234,135,CAF,15,0,2,0.16537102473498233,0.09540636042402827,0.0,0.13333333333333333
769,Geny Catamo,Mozambique,ATK,#11,10,8,1415,260,165,CAF,15,1,0,0.18374558303886926,0.1166077738515901,0.06666666666666667,0.0
770,Tatenda Mkuruva,Zimbabwe,GK,#1,0,0,1776,0,0,CAF,15,0,0,0.0,0.0,0.0,0.0
771,Brendan Galloway,Zimbabwe,DEF,#2,1,2,1776,38,65,CAF,15,0,0,0.021396396396396396,0.0365990990990991,0.0,0.0
772,Divine Lunga,Zimbabwe,DEF,#3,2,2,1776,69,56,CAF,15,0,0,0.03885135135135135,0.03153153153153153,0.0,0.0
773,Alec Mudimu,Zimbabwe,DEF,#4,3,5,1776,96,146,CAF,15,1,0,0.05405405405405406,0.08220720720720721,0.06666666666666667,0.0
774,Teenage Hadebe,Zimbabwe,DEF,#5,4,5,1776,162,144,CAF,15,0,0,0.09121621621621621,0.08108108108108109,0.0,0.0
775,Kudakwashe Mahachi,Zimbabwe,MID,#6,5,4,1776,200,121,CAF,15,3,0,0.11261261261261261,0.06813063063063063,0.2,0.0
776,Ovidy Karuru,Zimbabwe,MID,#7,6,4,1776,220,115,CAF,15,1,2,0.12387387387387387,0.06475225225225226,0.06666666666666667,0.13333333333333333
777,Khama Billiat,Zimbabwe,MID,#8,7,10,1776,275,268,CAF,15,0,0,0.15484234234234234,0.15090090090090091,0.0,0.0
778,Knowledge Musona,Zimbabwe,MID,#9,8,10,1776,318,282,CAF,15,1,0,0.17905405405405406,0.15878378378378377,0.06666666666666667,0.0
779,Tino Kadawere,Zimbabwe,ATK,#10,9,8,1776,336,218,CAF,15,0,2,0.1891891891891892,0.12274774774774774,0.0,0.13333333333333333
